model_name,scope,module,surface_name,policy,n_mean,n_std,n_min,n_max,success_rate_mean,success_rate_std,success_rate_min,success_rate_max,utility_mean,utility_std,utility_min,utility_max,intervention_rate_mean,intervention_rate_std,intervention_rate_min,intervention_rate_max,false_intervene_rate_mean,false_intervene_rate_std,false_intervene_rate_min,false_intervene_rate_max,missed_intervene_rate_mean,missed_intervene_rate_std,missed_intervene_rate_min,missed_intervene_rate_max,avg_latency_s_mean,avg_latency_s_std,avg_latency_s_min,avg_latency_s_max
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,ALWAYS_LOCAL,110.0,2.0,108,112,0.2364738656405323,0.025398209155986045,0.20909090909090908,0.25925925925925924,0.2364738656405323,0.025398209155986045,0.20909090909090908,0.25925925925925924,1.0,0.0,1.0,1.0,0.85748556998557,0.02988661070002456,0.8333333333333334,0.8909090909090909,0.0,0.0,0.0,0.0,6.0728175905160455,0.4152429470648278,5.6681807286596655,6.49791048723273
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,ALWAYS_REWRITE_OR_RESTART,110.0,2.0,108,112,0.19392336059002724,0.028911673501627783,0.17592592592592593,0.22727272727272727,0.19392336059002724,0.028911673501627783,0.17592592592592593,0.22727272727272727,1.0,0.0,1.0,1.0,0.9392716851050184,0.014481305565301777,0.9272727272727272,0.9553571428571429,0.0,0.0,0.0,0.0,4.432332369463267,0.1320555305052159,4.333313707848512,4.582266506100832
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,FORMAT_DOMAIN_LEARNED_GATE,110.0,2.0,108,112,0.27570947570947574,0.01118333876371484,0.2636363636363636,0.2857142857142857,0.27570947570947574,0.01118333876371484,0.2636363636363636,0.2857142857142857,0.7607162898829566,0.02041241481835853,0.7410714285714286,0.7818181818181819,0.6182018598685265,0.04724933170529155,0.5892857142857143,0.6727272727272727,0.0,0.0,0.0,0.0,5.7604125322195445,0.3239989652355492,5.429132828118911,6.076603530768167
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,FORMAT_TUNED_SIMPLE_RULE,110.0,2.0,108,112,0.27570947570947574,0.01118333876371484,0.2636363636363636,0.2857142857142857,0.27570947570947574,0.01118333876371484,0.2636363636363636,0.2857142857142857,0.8668049543049543,0.02172646065042418,0.8454545454545455,0.8888888888888888,0.7242905242905243,0.011183338763714813,0.7142857142857143,0.7363636363636363,0.0,0.0,0.0,0.0,5.872188021406227,0.3827386703046997,5.502359684556723,6.266647270169212
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,MATH_DOMAIN_LEARNED_GATE,110.0,2.0,108,112,0.2155282988616322,0.03270633796267703,0.17857142857142858,0.24074074074074073,0.2155282988616322,0.03270633796267703,0.17857142857142858,0.24074074074074073,1.0,0.0,1.0,1.0,0.8966129549462883,0.03963852620095953,0.8518518518518519,0.9272727272727272,0.0,0.0,0.0,0.0,5.282903622913529,0.7075499580869256,4.59233536042527,6.006292963486716
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,MATH_TUNED_SIMPLE_RULE,110.0,2.0,108,112,0.2456729998396665,0.01959209965379297,0.22321428571428573,0.25925925925925924,0.2456729998396665,0.01959209965379297,0.22321428571428573,0.25925925925925924,0.8668049543049543,0.02172646065042418,0.8454545454545455,0.8888888888888888,0.7543270001603335,0.01959209965379304,0.7407407407407407,0.7767857142857143,0.0,0.0,0.0,0.0,5.342467439526559,0.3769486697650853,5.084261500725655,5.7750297464232
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,NO_INTERVENTION,110.0,2.0,108,112,0.1331950456950457,0.02172646065042421,0.1111111111111111,0.15454545454545454,0.1331950456950457,0.02172646065042421,0.1111111111111111,0.15454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16973705307038642,0.02128768602318093,0.14545454545454545,0.18518518518518517,4.687183145922567,0.14117351044949164,4.59386022731113,4.84959470112032
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,ORACLE_POLICY,110.0,2.0,108,112,0.3029320987654321,0.008490459693505504,0.2962962962962963,0.3125,0.3029320987654321,0.008490459693505504,0.2962962962962963,0.3125,0.8668049543049543,0.02172646065042418,0.8454545454545455,0.8888888888888888,0.6970679012345679,0.008490459693505488,0.6875,0.7037037037037037,0.0,0.0,0.0,0.0,4.521732458962472,0.13422508854345622,4.386325321693651,4.654743414445504
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,POOLED_LEARNED_GATE,110.0,2.0,108,112,0.19094717011383677,0.03161532564297034,0.16964285714285715,0.22727272727272727,0.19094717011383677,0.03161532564297034,0.16964285714285715,0.22727272727272727,0.8455928330928332,0.05639648688293667,0.7818181818181819,0.8888888888888888,0.7878407086740421,0.06827164447353598,0.7090909090909091,0.8303571428571429,0.0,0.0,0.0,0.0,4.532886029485701,0.10753042620112263,4.432214541610198,4.6461640581428245
mistralai/Mistral-7B-Instruct-v0.3,format:ifbench,format,ifbench,POOLED_RULE_BEST,110.0,2.0,108,112,0.26953663620330287,0.014180162850163922,0.25925925925925924,0.2857142857142857,0.26953663620330287,0.014180162850163922,0.25925925925925924,0.2857142857142857,0.8668049543049543,0.02172646065042418,0.8454545454545455,0.8888888888888888,0.7304633637966971,0.014180162850163882,0.7142857142857143,0.7407407407407407,0.0,0.0,0.0,0.0,5.640103982737409,0.18285186936849446,5.502359684556723,5.8475571094927465
