model_name,scope,module,surface_name,policy,n_mean,n_std,n_min,n_max,success_rate_mean,success_rate_std,success_rate_min,success_rate_max,utility_mean,utility_std,utility_min,utility_max,intervention_rate_mean,intervention_rate_std,intervention_rate_min,intervention_rate_max,false_intervene_rate_mean,false_intervene_rate_std,false_intervene_rate_min,false_intervene_rate_max,missed_intervene_rate_mean,missed_intervene_rate_std,missed_intervene_rate_min,missed_intervene_rate_max,avg_latency_s_mean,avg_latency_s_std,avg_latency_s_min,avg_latency_s_max
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,ALWAYS_REWRITE_OR_RESTART,106.66666666666667,6.02771377334171,101,113,0.3201645260535404,0.03983861017374128,0.2743362831858407,0.3465346534653465,0.3201645260535404,0.03983861017374128,0.2743362831858407,0.3465346534653465,1.0,0.0,1.0,1.0,0.9568323003614437,0.02031111503224109,0.9433962264150944,0.9801980198019802,0.0,0.0,0.0,0.0,3.0700097681812886,0.14704023904962787,2.900243488503043,3.1572144620102085
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,FORMAT_TUNED_SIMPLE_RULE,106.66666666666667,6.02771377334171,101,113,0.4726916839287869,0.02187796305095498,0.45132743362831856,0.49504950495049505,0.4726916839287869,0.02187796305095498,0.45132743362831856,0.49504950495049505,0.7230031735850159,0.05300406380948057,0.6732673267326733,0.7787610619469026,0.527308316071213,0.021877963050954876,0.504950495049505,0.5486725663716814,0.0,0.0,0.0,0.0,3.449488311223282,0.17372029481064155,3.250602595734748,3.5715606842088596
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,NO_INTERVENTION,106.66666666666667,6.02771377334171,101,113,0.27699682641498413,0.05300406380948058,0.22123893805309736,0.32673267326732675,0.27699682641498413,0.05300406380948058,0.22123893805309736,0.32673267326732675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143288548257063,0.03486064845457591,0.1782178217821782,0.24778761061946902,3.0853743192447136,0.12266955895040225,2.9441386043399045,3.165328949136343
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,POOLED_RULE_BEST,106.66666666666667,6.02771377334171,101,113,0.45499256888453915,0.05052530315608,0.39823008849557523,0.49504950495049505,0.45499256888453915,0.05052530315608,0.39823008849557523,0.49504950495049505,0.7230031735850159,0.05300406380948057,0.6732673267326733,0.7787610619469026,0.5450074311154608,0.05052530315607999,0.504950495049505,0.6017699115044248,0.0,0.0,0.0,0.0,3.347901257518989,0.34892860423173055,2.94584143462187,3.5715606842088596
Qwen/Qwen2.5-7B-Instruct,format:ifeval_screened,format,ifeval_screened,ALWAYS_REWRITE_OR_RESTART,130.33333333333334,4.163331998932268,127,135,0.7027316029940701,0.037075288965183605,0.6666666666666666,0.7407407407407407,0.7027316029940701,0.037075288965183605,0.6666666666666666,0.7407407407407407,1.0,0.0,1.0,1.0,0.9434752826439331,0.013355190988972311,0.9291338582677166,0.9555555555555556,0.0,0.0,0.0,0.0,3.3818376711018368,0.06476956082043397,3.339790543075651,3.4564254515045496
Qwen/Qwen2.5-7B-Instruct,format:ifeval_screened,format,ifeval_screened,FORMAT_TUNED_SIMPLE_RULE,130.33333333333334,4.163331998932268,127,135,0.7953316558944344,0.03139675491428412,0.7596899224806202,0.8188976377952756,0.7953316558944344,0.03139675491428412,0.7596899224806202,0.8188976377952756,0.3537931143619968,0.044254189285856026,0.3037037037037037,0.3875968992248062,0.20466834410556564,0.03139675491428412,0.18110236220472442,0.24031007751937986,0.0,0.0,0.0,0.0,3.7484783626949008,0.12923676571223516,3.6409348009418196,3.891848850905058
Qwen/Qwen2.5-7B-Instruct,format:ifeval_screened,format,ifeval_screened,NO_INTERVENTION,130.33333333333334,4.163331998932268,127,135,0.6462068856380032,0.04425418928585607,0.6124031007751938,0.6962962962962963,0.6462068856380032,0.04425418928585607,0.6124031007751938,0.6962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16721985979142787,0.04712788813165802,0.11851851851851852,0.2125984251968504,3.3719576841749137,0.0697497147668136,3.3298857523373857,3.452470428113722
Qwen/Qwen2.5-7B-Instruct,format:ifeval_screened,format,ifeval_screened,POOLED_RULE_BEST,130.33333333333334,4.163331998932268,127,135,0.7879242484870269,0.029698741371040314,0.7596899224806202,0.8188976377952756,0.7879242484870269,0.029698741371040314,0.7596899224806202,0.8188976377952756,0.3537931143619968,0.044254189285856026,0.3037037037037037,0.3875968992248062,0.21207575151297306,0.029698741371040345,0.18110236220472442,0.24031007751937986,0.0,0.0,0.0,0.0,3.7443134079911395,0.13115576515128255,3.6409348009418196,3.891848850905058
Qwen/Qwen2.5-7B-Instruct,format:overall,format,overall,ALWAYS_REWRITE_OR_RESTART,237.0,10.14889156509222,228,248,0.5304114639148776,0.012499506292906973,0.5191489361702127,0.543859649122807,0.5304114639148776,0.012499506292906973,0.5191489361702127,0.543859649122807,1.0,0.0,1.0,1.0,0.9493493800848496,0.004043683562847574,0.9446808510638298,0.9517543859649122,0.0,0.0,0.0,0.0,3.240825853503148,0.03276520306591523,3.20300383126596,3.2605611869906808
Qwen/Qwen2.5-7B-Instruct,format:overall,format,overall,FORMAT_TUNED_SIMPLE_RULE,237.0,10.14889156509222,228,248,0.6501290402854539,0.023227583346643967,0.6297872340425532,0.6754385964912281,0.6501290402854539,0.023227583346643967,0.6297872340425532,0.6754385964912281,0.5202391560002729,0.01589226699384988,0.5043859649122807,0.5361702127659574,0.349870959714546,0.023227583346643935,0.32456140350877194,0.3702127659574468,0.0,0.0,0.0,0.0,3.613096044759756,0.11244921680117617,3.502121117782794,3.7269637321775897
Qwen/Qwen2.5-7B-Instruct,format:overall,format,overall,NO_INTERVENTION,237.0,10.14889156509222,228,248,0.479760843999727,0.01589226699384988,0.46382978723404256,0.4956140350877193,0.479760843999727,0.01589226699384988,0.46382978723404256,0.4956140350877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18875904586448966,0.01025096479029183,0.1774193548387097,0.19736842105263158,3.2424173809506343,0.018837895506409318,3.220851492281297,3.2556601304679793
